"GEO_ID","NAME","B27015_001E","B27015_001EA","B27015_001M","B27015_001MA","B27015_002E","B27015_002EA","B27015_002M","B27015_002MA","B27015_003E","B27015_003EA","B27015_003M","B27015_003MA","B27015_004E","B27015_004EA","B27015_004M","B27015_004MA","B27015_005E","B27015_005EA","B27015_005M","B27015_005MA","B27015_006E","B27015_006EA","B27015_006M","B27015_006MA","B27015_007E","B27015_007EA","B27015_007M","B27015_007MA","B27015_008E","B27015_008M","B27015_008MA","B27015_008EA","B27015_009E","B27015_009EA","B27015_009M","B27015_009MA","B27015_010E","B27015_010EA","B27015_010M","B27015_010MA","B27015_011E","B27015_011EA","B27015_011M","B27015_011MA","B27015_012E","B27015_012EA","B27015_012M","B27015_012MA","B27015_013E","B27015_013EA","B27015_013M","B27015_013MA","B27015_014E","B27015_014EA","B27015_014M","B27015_014MA","B27015_015E","B27015_015EA","B27015_015M","B27015_015MA","B27015_016E","B27015_016EA","B27015_016M","B27015_016MA","B27015_017E","B27015_017EA","B27015_017M","B27015_017MA","B27015_018E","B27015_018EA","B27015_018M","B27015_018MA","B27015_019E","B27015_019EA","B27015_019M","B27015_019MA","B27015_020E","B27015_020EA","B27015_020M","B27015_020MA","B27015_021E","B27015_021EA","B27015_021M","B27015_021MA","B27015_022E","B27015_022EA","B27015_022M","B27015_022MA","B27015_023E","B27015_023EA","B27015_023M","B27015_023MA","B27015_024E","B27015_024EA","B27015_024M","B27015_024MA","B27015_025E","B27015_025EA","B27015_025M","B27015_025MA","B27015_026E","B27015_026EA","B27015_026M","B27015_026MA",
"Geography","Geographic Area Name","Estimate!!Total:","Annotation of Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Estimate!!Total:!!Under $25,000:","Annotation of Estimate!!Total:!!Under $25,000:","Margin of Error!!Total:!!Under $25,000:","Annotation of Margin of Error!!Total:!!Under $25,000:","Estimate!!Total:!!Under $25,000:!!With health insurance coverage","Annotation of Estimate!!Total:!!Under $25,000:!!With health insurance coverage","Margin of Error!!Total:!!Under $25,000:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!Under $25,000:!!With health insurance coverage","Estimate!!Total:!!Under $25,000:!!With health insurance coverage!!With private health insurance","Annotation of Estimate!!Total:!!Under $25,000:!!With health insurance coverage!!With private health insurance","Margin of Error!!Total:!!Under $25,000:!!With health insurance coverage!!With private health insurance","Annotation of Margin of Error!!Total:!!Under $25,000:!!With health insurance coverage!!With private health insurance","Estimate!!Total:!!Under $25,000:!!With health insurance coverage!!With public coverage","Annotation of Estimate!!Total:!!Under $25,000:!!With health insurance coverage!!With public coverage","Margin of Error!!Total:!!Under $25,000:!!With health insurance coverage!!With public coverage","Annotation of Margin of Error!!Total:!!Under $25,000:!!With health insurance coverage!!With public coverage","Estimate!!Total:!!Under $25,000:!!No health insurance coverage","Annotation of Estimate!!Total:!!Under $25,000:!!No health insurance coverage","Margin of Error!!Total:!!Under $25,000:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!Under $25,000:!!No health insurance coverage","Estimate!!Total:!!$25,000 to $49,999:","Annotation of Estimate!!Total:!!$25,000 to $49,999:","Margin of Error!!Total:!!$25,000 to $49,999:","Annotation of Margin of Error!!Total:!!$25,000 to $49,999:","Estimate!!Total:!!$25,000 to $49,999:!!With health insurance coverage","Margin of Error!!Total:!!$25,000 to $49,999:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!$25,000 to $49,999:!!With health insurance coverage","Annotation of Estimate!!Total:!!$25,000 to $49,999:!!With health insurance coverage","Estimate!!Total:!!$25,000 to $49,999:!!With health insurance coverage!!With private health insurance","Annotation of Estimate!!Total:!!$25,000 to $49,999:!!With health insurance coverage!!With private health insurance","Margin of Error!!Total:!!$25,000 to $49,999:!!With health insurance coverage!!With private health insurance","Annotation of Margin of Error!!Total:!!$25,000 to $49,999:!!With health insurance coverage!!With private health insurance","Estimate!!Total:!!$25,000 to $49,999:!!With health insurance coverage!!With public coverage","Annotation of Estimate!!Total:!!$25,000 to $49,999:!!With health insurance coverage!!With public coverage","Margin of Error!!Total:!!$25,000 to $49,999:!!With health insurance coverage!!With public coverage","Annotation of Margin of Error!!Total:!!$25,000 to $49,999:!!With health insurance coverage!!With public coverage","Estimate!!Total:!!$25,000 to $49,999:!!No health insurance coverage","Annotation of Estimate!!Total:!!$25,000 to $49,999:!!No health insurance coverage","Margin of Error!!Total:!!$25,000 to $49,999:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!$25,000 to $49,999:!!No health insurance coverage","Estimate!!Total:!!$50,000 to $74,999:","Annotation of Estimate!!Total:!!$50,000 to $74,999:","Margin of Error!!Total:!!$50,000 to $74,999:","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:","Estimate!!Total:!!$50,000 to $74,999:!!With health insurance coverage","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!With health insurance coverage","Margin of Error!!Total:!!$50,000 to $74,999:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!With health insurance coverage","Estimate!!Total:!!$50,000 to $74,999:!!With health insurance coverage!!With private health insurance","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!With health insurance coverage!!With private health insurance","Margin of Error!!Total:!!$50,000 to $74,999:!!With health insurance coverage!!With private health insurance","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!With health insurance coverage!!With private health insurance","Estimate!!Total:!!$50,000 to $74,999:!!With health insurance coverage!!With public coverage","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!With health insurance coverage!!With public coverage","Margin of Error!!Total:!!$50,000 to $74,999:!!With health insurance coverage!!With public coverage","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!With health insurance coverage!!With public coverage","Estimate!!Total:!!$50,000 to $74,999:!!No health insurance coverage","Annotation of Estimate!!Total:!!$50,000 to $74,999:!!No health insurance coverage","Margin of Error!!Total:!!$50,000 to $74,999:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!$50,000 to $74,999:!!No health insurance coverage","Estimate!!Total:!!$75,000 to $99,999:","Annotation of Estimate!!Total:!!$75,000 to $99,999:","Margin of Error!!Total:!!$75,000 to $99,999:","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:","Estimate!!Total:!!$75,000 to $99,999:!!With health insurance coverage","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!With health insurance coverage","Margin of Error!!Total:!!$75,000 to $99,999:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!With health insurance coverage","Estimate!!Total:!!$75,000 to $99,999:!!With health insurance coverage!!With private health insurance","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!With health insurance coverage!!With private health insurance","Margin of Error!!Total:!!$75,000 to $99,999:!!With health insurance coverage!!With private health insurance","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!With health insurance coverage!!With private health insurance","Estimate!!Total:!!$75,000 to $99,999:!!With health insurance coverage!!With public coverage","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!With health insurance coverage!!With public coverage","Margin of Error!!Total:!!$75,000 to $99,999:!!With health insurance coverage!!With public coverage","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!With health insurance coverage!!With public coverage","Estimate!!Total:!!$75,000 to $99,999:!!No health insurance coverage","Annotation of Estimate!!Total:!!$75,000 to $99,999:!!No health insurance coverage","Margin of Error!!Total:!!$75,000 to $99,999:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!$75,000 to $99,999:!!No health insurance coverage","Estimate!!Total:!!$100,000 or more:","Annotation of Estimate!!Total:!!$100,000 or more:","Margin of Error!!Total:!!$100,000 or more:","Annotation of Margin of Error!!Total:!!$100,000 or more:","Estimate!!Total:!!$100,000 or more:!!With health insurance coverage","Annotation of Estimate!!Total:!!$100,000 or more:!!With health insurance coverage","Margin of Error!!Total:!!$100,000 or more:!!With health insurance coverage","Annotation of Margin of Error!!Total:!!$100,000 or more:!!With health insurance coverage","Estimate!!Total:!!$100,000 or more:!!With health insurance coverage!!With private health insurance","Annotation of Estimate!!Total:!!$100,000 or more:!!With health insurance coverage!!With private health insurance","Margin of Error!!Total:!!$100,000 or more:!!With health insurance coverage!!With private health insurance","Annotation of Margin of Error!!Total:!!$100,000 or more:!!With health insurance coverage!!With private health insurance","Estimate!!Total:!!$100,000 or more:!!With health insurance coverage!!With public coverage","Annotation of Estimate!!Total:!!$100,000 or more:!!With health insurance coverage!!With public coverage","Margin of Error!!Total:!!$100,000 or more:!!With health insurance coverage!!With public coverage","Annotation of Margin of Error!!Total:!!$100,000 or more:!!With health insurance coverage!!With public coverage","Estimate!!Total:!!$100,000 or more:!!No health insurance coverage","Annotation of Estimate!!Total:!!$100,000 or more:!!No health insurance coverage","Margin of Error!!Total:!!$100,000 or more:!!No health insurance coverage","Annotation of Margin of Error!!Total:!!$100,000 or more:!!No health insurance coverage",
"0500000US47001","Anderson County, Tennessee","74740","null","399","null","13916","null","1320","null","11761","null","1135","null","4041","null","536","null","9823","null","1041","null","2155","null","436","null","17393","null","1303","null","14916","1240","null","null","9048","null","917","null","9385","null","831","null","2477","null","527","null","14434","null","1205","null","13403","null","1186","null","10611","null","1088","null","5339","null","776","null","1031","null","280","null","10569","null","1028","null","10005","null","982","null","8751","null","891","null","2944","null","480","null","564","null","187","null","18428","null","1307","null","17679","null","1276","null","16158","null","1263","null","4133","null","540","null","749","null","269","null",
"0500000US47003","Bedford County, Tennessee","47743","null","155","null","6861","null","847","null","5624","null","678","null","2073","null","438","null","4493","null","600","null","1237","null","303","null","13021","null","1359","null","11398","1267","null","null","6568","null","1069","null","7222","null","948","null","1623","null","429","null","10158","null","1308","null","9166","null","1137","null","6909","null","963","null","3620","null","598","null","992","null","423","null","7538","null","1174","null","6939","null","1051","null","5564","null","863","null","2232","null","608","null","599","null","314","null","10165","null","1218","null","9248","null","1096","null","8334","null","998","null","1936","null","416","null","917","null","372","null",
"0500000US47005","Benton County, Tennessee","15949","null","99","null","4236","null","548","null","3692","null","492","null","1375","null","265","null","3189","null","447","null","544","null","157","null","4238","null","574","null","3751","520","null","null","2282","null","400","null","2369","null","422","null","487","null","147","null","3417","null","526","null","3160","null","503","null","2092","null","376","null","1534","null","391","null","257","null","161","null","2004","null","547","null","1963","null","545","null","1880","null","549","null","365","null","98","null","41","null","34","null","2054","null","479","null","1963","null","448","null","1653","null","399","null","567","null","174","null","91","null","76","null",
"0500000US47007","Bledsoe County, Tennessee","13622","null","170","null","3126","null","503","null","2375","null","399","null","640","null","200","null","2084","null","365","null","751","null","257","null","3013","null","613","null","2657","525","null","null","1491","null","297","null","1724","null","458","null","356","null","176","null","2508","null","540","null","2366","null","509","null","1585","null","333","null","1216","null","339","null","142","null","109","null","2445","null","559","null","2290","null","511","null","1712","null","472","null","673","null","304","null","155","null","126","null","2530","null","567","null","2273","null","512","null","1893","null","432","null","855","null","347","null","257","null","191","null",
"0500000US47009","Blount County, Tennessee","127737","null","328","null","17635","null","1228","null","14664","null","1025","null","5724","null","567","null","12074","null","959","null","2971","null","557","null","27699","null","1677","null","25118","1593","null","null","16403","null","1395","null","14302","null","1149","null","2581","null","501","null","24154","null","1696","null","21998","null","1515","null","17511","null","1317","null","9220","null","941","null","2156","null","500","null","21313","null","1759","null","19643","null","1633","null","17159","null","1514","null","5203","null","617","null","1670","null","453","null","36936","null","2075","null","35200","null","1950","null","32445","null","1903","null","6878","null","668","null","1736","null","416","null",
"0500000US47011","Bradley County, Tennessee","102474","null","415","null","17653","null","1385","null","14402","null","1280","null","5271","null","681","null","11673","null","1201","null","3251","null","554","null","24098","null","1762","null","20499","1511","null","null","12732","null","1003","null","11701","null","1164","null","3599","null","737","null","20086","null","1897","null","17818","null","1707","null","13911","null","1453","null","6790","null","972","null","2268","null","483","null","14467","null","1520","null","13640","null","1406","null","12409","null","1289","null","2971","null","626","null","827","null","283","null","26170","null","1715","null","24722","null","1680","null","22221","null","1565","null","5151","null","658","null","1448","null","460","null",
"0500000US47013","Campbell County, Tennessee","39120","null","269","null","9259","null","794","null","7844","null","646","null","2482","null","373","null","6822","null","596","null","1415","null","383","null","10464","null","1246","null","9008","1093","null","null","5023","null","645","null","6231","null","925","null","1456","null","321","null","7869","null","1099","null","6946","null","1037","null","4214","null","612","null","4028","null","812","null","923","null","350","null","5377","null","1026","null","5060","null","1009","null","4572","null","974","null","1168","null","279","null","317","null","136","null","6151","null","808","null","5794","null","786","null","5084","null","766","null","1586","null","438","null","357","null","165","null",
"0500000US47015","Cannon County, Tennessee","13977","null","120","null","2526","null","534","null","2127","null","441","null","653","null","201","null","1802","null","399","null","399","null","143","null","2596","null","473","null","2231","421","null","null","1626","null","338","null","997","null","227","null","365","null","217","null","3140","null","541","null","2819","null","462","null","2349","null","437","null","1130","null","236","null","321","null","174","null","2746","null","577","null","2558","null","571","null","2313","null","514","null","609","null","181","null","188","null","103","null","2969","null","444","null","2878","null","455","null","2684","null","449","null","504","null","172","null","91","null","111","null",
"0500000US47017","Carroll County, Tennessee","26957","null","192","null","6230","null","725","null","5329","null","663","null","1524","null","295","null","4698","null","646","null","901","null","246","null","6527","null","720","null","5797","656","null","null","3579","null","484","null","3502","null","483","null","730","null","185","null","5263","null","760","null","4844","null","654","null","3553","null","468","null","2119","null","386","null","419","null","179","null","4090","null","718","null","3807","null","688","null","3445","null","655","null","997","null","254","null","283","null","180","null","4847","null","660","null","4688","null","644","null","4349","null","618","null","871","null","218","null","159","null","74","null",
"0500000US47019","Carter County, Tennessee","54763","null","283","null","13999","null","1244","null","11543","null","1070","null","3418","null","400","null","10055","null","1024","null","2456","null","509","null","16024","null","1200","null","13542","1072","null","null","7434","null","704","null","8468","null","958","null","2482","null","439","null","10176","null","1106","null","9267","null","1019","null","7104","null","861","null","3817","null","510","null","909","null","293","null","5635","null","768","null","5304","null","749","null","4414","null","738","null","1563","null","299","null","331","null","166","null","8929","null","1065","null","8448","null","980","null","7483","null","907","null","1783","null","369","null","481","null","333","null",
"0500000US47021","Cheatham County, Tennessee","39784","null","142","null","4356","null","604","null","3887","null","584","null","1444","null","306","null","2963","null","503","null","469","null","187","null","7329","null","914","null","6070","723","null","null","3645","null","571","null","3497","null","507","null","1259","null","428","null","9396","null","1021","null","8676","null","961","null","6451","null","752","null","3198","null","684","null","720","null","246","null","7303","null","824","null","6488","null","802","null","5854","null","761","null","1419","null","353","null","815","null","354","null","11400","null","1105","null","10928","null","1039","null","10185","null","952","null","1461","null","343","null","472","null","228","null",
"0500000US47023","Chester County, Tennessee","15857","null","285","null","2829","null","524","null","2200","null","483","null","697","null","217","null","2061","null","467","null","629","null","264","null","3610","null","691","null","3114","539","null","null","1953","null","333","null","2091","null","422","null","496","null","250","null","3459","null","631","null","3002","null","555","null","2143","null","436","null","1400","null","334","null","457","null","239","null","2810","null","730","null","2296","null","632","null","2013","null","576","null","494","null","225","null","514","null","275","null","3149","null","636","null","3015","null","646","null","2939","null","651","null","235","null","96","null","134","null","138","null",
"0500000US47025","Claiborne County, Tennessee","30449","null","240","null","8168","null","667","null","7319","null","617","null","2844","null","385","null","5596","null","573","null","849","null","206","null","8296","null","727","null","7593","711","null","null","4331","null","502","null","4691","null","559","null","703","null","196","null","6380","null","928","null","5960","null","857","null","4739","null","727","null","2310","null","541","null","420","null","162","null","3383","null","643","null","3239","null","619","null","2698","null","549","null","1061","null","341","null","144","null","86","null","4222","null","752","null","4091","null","735","null","3855","null","727","null","625","null","157","null","131","null","99","null",
"0500000US47027","Clay County, Tennessee","7542","null","84","null","2394","null","395","null","1926","null","343","null","573","null","199","null","1740","null","314","null","468","null","193","null","1983","null","392","null","1702","348","null","null","959","null","260","null","1061","null","274","null","281","null","151","null","1554","null","382","null","1501","null","358","null","1077","null","291","null","593","null","239","null","53","null","51","null","916","null","355","null","882","null","343","null","740","null","328","null","235","null","169","null","34","null","43","null","695","null","241","null","683","null","237","null","625","null","230","null","152","null","95","null","12","null","21","null",
"0500000US47029","Cocke County, Tennessee","35205","null","76","null","10130","null","962","null","8684","null","848","null","2099","null","378","null","7561","null","775","null","1446","null","368","null","9487","null","1138","null","8281","1047","null","null","4738","null","644","null","4864","null","783","null","1206","null","355","null","6795","null","907","null","6087","null","812","null","4399","null","650","null","2707","null","486","null","708","null","235","null","4045","null","838","null","3573","null","740","null","2900","null","629","null","1437","null","392","null","472","null","261","null","4748","null","603","null","4654","null","593","null","4074","null","529","null","1232","null","299","null","94","null","87","null",
"0500000US47031","Coffee County, Tennessee","54376","null","200","null","8294","null","1054","null","7214","null","936","null","2793","null","450","null","6150","null","868","null","1080","null","272","null","14315","null","1324","null","12627","1254","null","null","7368","null","877","null","7511","null","972","null","1688","null","366","null","11573","null","1325","null","10444","null","1263","null","8413","null","1131","null","3799","null","621","null","1129","null","452","null","7074","null","1082","null","6669","null","1065","null","5970","null","1021","null","1778","null","402","null","405","null","208","null","13120","null","1513","null","12454","null","1338","null","11519","null","1201","null","2279","null","469","null","666","null","435","null",
"0500000US47033","Crockett County, Tennessee","14176","null","154","null","2517","null","374","null","2180","null","353","null","737","null","149","null","1821","null","330","null","337","null","124","null","4120","null","440","null","3546","397","null","null","1955","null","295","null","2186","null","329","null","574","null","117","null","2969","null","408","null","2681","null","360","null","2097","null","297","null","1205","null","212","null","288","null","111","null","2021","null","350","null","1846","null","313","null","1523","null","301","null","600","null","197","null","175","null","103","null","2549","null","397","null","2348","null","372","null","2100","null","353","null","559","null","151","null","201","null","96","null",
"0500000US47035","Cumberland County, Tennessee","58466","null","186","null","11350","null","1016","null","9852","null","899","null","3757","null","530","null","7967","null","793","null","1498","null","347","null","16309","null","1413","null","14370","1325","null","null","9324","null","1089","null","9448","null","907","null","1939","null","449","null","12626","null","1313","null","11595","null","1213","null","8855","null","1065","null","6238","null","637","null","1031","null","279","null","8883","null","1093","null","8516","null","1088","null","6870","null","919","null","3919","null","599","null","367","null","144","null","9298","null","1333","null","8521","null","1258","null","7502","null","1111","null","2576","null","557","null","777","null","395","null",
"0500000US47037","Davidson County, Tennessee","665543","null","989","null","96133","null","3324","null","79683","null","3023","null","29534","null","1734","null","59596","null","2891","null","16450","null","1315","null","139202","null","4793","null","115624","3871","null","null","73504","null","2881","null","55939","null","2569","null","23578","null","1952","null","122368","null","4766","null","105952","null","4389","null","85324","null","3622","null","32426","null","2456","null","16416","null","1606","null","98141","null","3843","null","88133","null","3397","null","76717","null","3172","null","20801","null","1591","null","10008","null","1147","null","209699","null","5076","null","196735","null","4580","null","181833","null","4310","null","31853","null","1661","null","12964","null","1524","null",
"0500000US47039","Decatur County, Tennessee","11444","null","129","null","2925","null","418","null","2456","null","393","null","592","null","180","null","2158","null","373","null","469","null","138","null","2742","null","405","null","2427","351","null","null","1366","null","265","null","1616","null","287","null","315","null","130","null","2405","null","479","null","2320","null","472","null","1718","null","402","null","882","null","294","null","85","null","76","null","1715","null","358","null","1571","null","330","null","1429","null","323","null","391","null","146","null","144","null","94","null","1657","null","345","null","1630","null","332","null","1490","null","320","null","354","null","96","null","27","null","28","null",
"0500000US47041","DeKalb County, Tennessee","19523","null","120","null","4206","null","796","null","3519","null","665","null","917","null","248","null","3007","null","584","null","687","null","271","null","4882","null","826","null","4054","709","null","null","2295","null","574","null","2729","null","634","null","828","null","256","null","3797","null","679","null","3622","null","649","null","2813","null","502","null","1344","null","359","null","175","null","112","null","2524","null","500","null","2416","null","488","null","2158","null","493","null","410","null","147","null","108","null","75","null","4114","null","661","null","3876","null","671","null","3540","null","641","null","837","null","250","null","238","null","217","null",
"0500000US47043","Dickson County, Tennessee","51933","null","177","null","7393","null","856","null","5829","null","738","null","2029","null","403","null","4838","null","721","null","1564","null","513","null","11903","null","1283","null","10058","1108","null","null","6426","null","800","null","5223","null","699","null","1845","null","525","null","11129","null","1406","null","10377","null","1324","null","7957","null","995","null","4235","null","794","null","752","null","202","null","8407","null","1209","null","7888","null","1159","null","7152","null","1044","null","1502","null","370","null","519","null","229","null","13101","null","1268","null","12065","null","1197","null","10986","null","1143","null","2094","null","394","null","1036","null","431","null",
"0500000US47045","Dyer County, Tennessee","36822","null","178","null","7958","null","1034","null","6772","null","864","null","2360","null","405","null","5685","null","805","null","1186","null","311","null","9184","null","1053","null","8474","1044","null","null","4400","null","688","null","5318","null","816","null","710","null","247","null","7630","null","1166","null","6695","null","1067","null","5516","null","912","null","2139","null","494","null","935","null","534","null","4557","null","845","null","4369","null","821","null","3597","null","681","null","1133","null","323","null","188","null","111","null","7493","null","1025","null","7138","null","981","null","6710","null","949","null","1182","null","288","null","355","null","234","null",
"0500000US47047","Fayette County, Tennessee","39540","null","196","null","6098","null","674","null","4941","null","511","null","1619","null","316","null","4048","null","475","null","1157","null","329","null","7209","null","696","null","6609","671","null","null","4286","null","565","null","3731","null","476","null","600","null","152","null","7938","null","788","null","7692","null","772","null","6286","null","684","null","2748","null","457","null","246","null","108","null","5588","null","629","null","5238","null","561","null","4383","null","506","null","1464","null","313","null","350","null","200","null","12707","null","817","null","12279","null","786","null","11296","null","743","null","2573","null","319","null","428","null","142","null",
"0500000US47049","Fentress County, Tennessee","18034","null","96","null","4192","null","564","null","3549","null","478","null","911","null","230","null","3041","null","453","null","643","null","220","null","6424","null","781","null","5994","757","null","null","2660","null","446","null","4300","null","787","null","430","null","158","null","3445","null","700","null","3262","null","713","null","2641","null","634","null","1058","null","313","null","183","null","84","null","2392","null","523","null","2331","null","521","null","1992","null","478","null","744","null","248","null","61","null","51","null","1581","null","395","null","1507","null","379","null","1419","null","372","null","376","null","156","null","74","null","61","null",
"0500000US47051","Franklin County, Tennessee","39681","null","246","null","6768","null","686","null","5895","null","581","null","2424","null","383","null","4689","null","523","null","873","null","239","null","8720","null","994","null","7805","947","null","null","4940","null","709","null","4787","null","569","null","915","null","323","null","8890","null","905","null","8275","null","879","null","6439","null","745","null","3091","null","537","null","615","null","262","null","6325","null","997","null","5770","null","893","null","4880","null","762","null","1651","null","367","null","555","null","329","null","8978","null","951","null","8383","null","938","null","7582","null","947","null","2151","null","363","null","595","null","206","null",
"0500000US47053","Gibson County, Tennessee","47981","null","267","null","9393","null","920","null","7869","null","817","null","2574","null","389","null","6757","null","715","null","1524","null","320","null","13205","null","1220","null","11922","1137","null","null","7915","null","907","null","6162","null","653","null","1283","null","392","null","9319","null","1043","null","8709","null","973","null","6711","null","797","null","3441","null","596","null","610","null","249","null","6072","null","927","null","5807","null","897","null","5139","null","860","null","1524","null","339","null","265","null","139","null","9992","null","1077","null","9510","null","1081","null","8505","null","1049","null","1764","null","438","null","482","null","239","null",
"0500000US47055","Giles County, Tennessee","28454","null","126","null","5205","null","675","null","4280","null","604","null","1568","null","307","null","3500","null","539","null","925","null","278","null","6501","null","741","null","5687","671","null","null","3710","null","529","null","3473","null","540","null","814","null","197","null","6595","null","764","null","6110","null","743","null","5062","null","712","null","2312","null","390","null","485","null","177","null","4045","null","733","null","3945","null","724","null","3263","null","610","null","1455","null","391","null","100","null","62","null","6108","null","804","null","5802","null","752","null","5199","null","708","null","1239","null","259","null","306","null","156","null",
"0500000US47057","Grainger County, Tennessee","22953","null","87","null","5087","null","687","null","4452","null","597","null","1054","null","270","null","3941","null","566","null","635","null","216","null","5917","null","699","null","5176","645","null","null","2661","null","368","null","3430","null","531","null","741","null","230","null","5050","null","702","null","4641","null","673","null","3129","null","453","null","2215","null","485","null","409","null","175","null","3480","null","623","null","3070","null","578","null","2573","null","494","null","882","null","290","null","410","null","172","null","3419","null","520","null","3335","null","509","null","3061","null","480","null","573","null","190","null","84","null","76","null",
"0500000US47059","Greene County, Tennessee","66705","null","296","null","14509","null","1210","null","12137","null","1067","null","4888","null","686","null","10159","null","929","null","2372","null","462","null","17900","null","1451","null","15742","1281","null","null","8575","null","890","null","10311","null","960","null","2158","null","449","null","12295","null","1090","null","11582","null","1050","null","8920","null","832","null","4536","null","586","null","713","null","255","null","9741","null","1345","null","9323","null","1305","null","7122","null","828","null","3340","null","830","null","418","null","180","null","12260","null","1327","null","11651","null","1268","null","10706","null","1203","null","2598","null","425","null","609","null","267","null",
"0500000US47061","Grundy County, Tennessee","13157","null","126","null","3425","null","436","null","2647","null","392","null","429","null","92","null","2475","null","395","null","778","null","187","null","3309","null","428","null","2738","349","null","null","1406","null","225","null","1803","null","300","null","571","null","155","null","2425","null","391","null","2097","null","333","null","1628","null","283","null","711","null","179","null","328","null","197","null","1894","null","328","null","1730","null","281","null","1458","null","239","null","491","null","159","null","164","null","94","null","2104","null","437","null","2020","null","431","null","1800","null","407","null","568","null","292","null","84","null","60","null",
"0500000US47063","Hamblen County, Tennessee","63192","null","217","null","12565","null","1180","null","9717","null","975","null","2937","null","484","null","8463","null","922","null","2848","null","645","null","17532","null","1555","null","15268","1334","null","null","7762","null","843","null","10730","null","1139","null","2264","null","558","null","12599","null","1481","null","11668","null","1408","null","8582","null","1074","null","4822","null","847","null","931","null","381","null","9204","null","1096","null","8581","null","1041","null","7488","null","918","null","2053","null","445","null","623","null","317","null","11292","null","1383","null","10950","null","1336","null","9745","null","1164","null","2357","null","695","null","342","null","174","null",
"0500000US47065","Hamilton County, Tennessee","348997","null","666","null","53504","null","2625","null","45253","null","2228","null","18393","null","1183","null","33937","null","2034","null","8251","null","955","null","74851","null","3141","null","65802","2835","null","null","42257","null","2046","null","34378","null","1915","null","9049","null","980","null","62088","null","3216","null","55659","null","3005","null","45502","null","2563","null","18866","null","1376","null","6429","null","924","null","48712","null","2646","null","45579","null","2585","null","39243","null","2389","null","12418","null","1547","null","3133","null","584","null","109842","null","3558","null","106451","null","3533","null","99645","null","3503","null","17329","null","1151","null","3391","null","708","null",
"0500000US47067","Hancock County, Tennessee","6407","null","86","null","2032","null","294","null","1752","null","293","null","445","null","135","null","1591","null","279","null","280","null","117","null","1799","null","327","null","1624","292","null","null","947","null","193","null","965","null","256","null","175","null","92","null","872","null","240","null","747","null","215","null","550","null","185","null","332","null","124","null","125","null","69","null","798","null","236","null","688","null","205","null","497","null","178","null","312","null","123","null","110","null","61","null","906","null","250","null","906","null","250","null","669","null","223","null","401","null","146","null","0","null","17","null",
"0500000US47069","Hardeman County, Tennessee","21399","null","281","null","4841","null","643","null","4363","null","623","null","1493","null","258","null","3555","null","553","null","478","null","168","null","7057","null","936","null","6036","810","null","null","3369","null","539","null","3482","null","606","null","1021","null","303","null","4267","null","762","null","3876","null","739","null","3043","null","634","null","1353","null","370","null","391","null","159","null","2609","null","532","null","2532","null","523","null","1986","null","400","null","918","null","336","null","77","null","41","null","2625","null","390","null","2444","null","394","null","2177","null","356","null","701","null","202","null","181","null","139","null",
"0500000US47071","Hardin County, Tennessee","25213","null","165","null","5695","null","719","null","4845","null","632","null","1534","null","272","null","4144","null","615","null","850","null","287","null","6961","null","817","null","6126","741","null","null","3326","null","495","null","4155","null","562","null","835","null","241","null","4860","null","807","null","4225","null","806","null","2653","null","600","null","2202","null","545","null","635","null","239","null","3344","null","726","null","2912","null","713","null","2112","null","513","null","1285","null","453","null","432","null","201","null","4353","null","576","null","4247","null","568","null","3761","null","569","null","953","null","210","null","106","null","79","null",
"0500000US47073","Hawkins County, Tennessee","55941","null","173","null","13106","null","1106","null","11175","null","966","null","3287","null","503","null","9509","null","854","null","1931","null","421","null","15184","null","1168","null","13736","1010","null","null","8129","null","802","null","8492","null","770","null","1448","null","352","null","11960","null","1139","null","11062","null","1065","null","8359","null","949","null","4765","null","583","null","898","null","272","null","6645","null","840","null","6237","null","794","null","5568","null","742","null","1632","null","347","null","408","null","185","null","9046","null","1001","null","8730","null","986","null","7852","null","840","null","2059","null","413","null","316","null","149","null",
